Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
cfeackbacblmdedk.tk ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
notafiscal31.xpg.uol.com.br,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,1
s2simsdor.com,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,1
zb.bjggzy.cn,0,0,0,3,0,0,0,0,0,1,0,1,1,1,1,1,1
crescentbuilders.net,0,0,1,8,0,0,0,0,0,1,0,0,1,1,1,1,1
bdfxb.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
askmeproperties.com,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
pooxete.net,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
approvi.com.br,0,0,1,5,0,0,0,0,0,1,0,1,1,1,1,1,1
7oqnsnzwwnm6zb7y.payoptionserver.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
sabioq.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
caspel.com,0,0,0,3,0,0,0,0,0,1,0,1,1,1,1,1,1
1011233.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
ij7zrmwq5l.mobunydafppw.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
netbastthebash.dnsalias.net,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
portraitquest.com,0,0,0,2,1,0,1,0,1,1,1,1,1,1,1,1,1
zoomir.bid,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
agbiz.co.za,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
gisnovisad.com,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,1,1
bsri.com.cn,0,0,1,5,0,0,0,0,0,1,0,1,1,1,1,1,1
moodnails.top,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
lacnyskialp.sk,0,0,1,8,0,0,0,0,0,1,0,1,1,1,1,1,1
paypal.com.cgi-bin-webscr-cmd-login-submit-dispatch-5885d80a13c.0db1f8.e28858.0a13c0db1fa86f1.d21794.2f72226366415cf1b2a6616.9315cf1b2a661.693.885d1794.2f7415c885d8.0a8e2638883.d3faee8d19.5a86f1d2179.42f74f1b2a6616.333.dsgdampproofing.co.uk,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
astuin.org,0,0,0,5,0,0,0,0,0,1,0,1,0,0,1,0,1
bkcelje.50webs.com,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1
brigadiramoon170.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
fbftcool.sexyi.am,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
pvwinlrmwvccuo.eu,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
ns9.nokiadns.com,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
cmt.ro,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1
news.stocksmarkets.net,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
w3hostingserver.com,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
bielpak.pl,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
mister.nofrillspace.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1
'anupamnavsari.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
internationalsaws.it,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1
theturningforce.com,0,0,1,6,0,0,0,0,0,1,0,0,1,1,1,1,1
dom.ir,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
memo.unexpectedrunner.com,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1,1
elektron.od.ua,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1
finstock.info,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
7oqnsnzwwnm6zb7y.paypartyoptions.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,1
eletricabrasilbirigui.com.br,0,1,1,2,0,0,0,0,0,1,1,0,1,1,1,1,1
fotogrupa.pl,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
balatonfoodvines.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1
buffetcarvalhoesilva.com.br,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1,1
democro.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
nisonspecial.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
visago.beneficiobrasil.com.br,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
stp-anp.net,0,1,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1
yaeliloni.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
duelrid.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
presspublishing24.net,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
ifstusa.org,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
smkfadris.sch.id,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
painterspaintings.com,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,1,1
'9d345009-a-62cb3a1a-s-sites.googlegroups.com,0,0,1,3,0,0,0,1,0,1,0,1,1,1,1,1,1
cunipicnaturaliss.com,0,0,1,5,0,0,0,0,0,1,0,1,1,1,1,1,1
mbfce24rgn65bx3g.rzunt3u2.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
195.93.85.131,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
toldbiledin.ru,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
pandavillage.org,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
epictory.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
fetsrbuise.click,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
annakraktour.pl,0,0,1,4,0,0,0,0,0,1,0,0,1,1,1,1,1
bc.vc,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1
orlovvideo.ru,0,0,0,3,1,0,0,0,1,1,1,1,1,1,1,1,1
burdastyle.pt,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1
paypal-com.us.webscrlcmdl.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f04d9273303713ba313.5885d80a13c0db1f8e263663d.activating.of-your-account.procces.php.speedtrux.com,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
520168.cn,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1
friltopyes.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
jordanap.com,0,0,0,3,0,0,0,0,0,1,0,1,1,1,1,1,1
gplayr.com,0,0,1,9,0,0,0,0,0,1,1,1,1,1,1,1,1
finearts.org.in,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1,1
mobil-apps. biz,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
bankratesauthority.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
asknaija.com,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
jhomitevd2abj3fk.tor2web.org,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
mail-maker.com,0,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0,1
tunganhpc.vn,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1
dbflashgames.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1,1
firefly2.ipchina163.com,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
wpad.com.gr,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
paypal.com.fr.cgi-bin.webscr.cmd.account.nav.ref.gagli8h.verification.process-security.mise-a-jours.protection.dreasignmf.com,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
machenss.info,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1
tremplin-belgium.be,0,0,1,4,0,0,0,1,1,1,1,1,1,1,1,1,1
narbonne.halles.fr,0,0,1,6,0,0,0,0,0,1,0,0,1,1,1,1,1
habbut2.hdfree.com.br,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
xc86yg4054.luzetowegodppa.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
infroeh.addr.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
sowlot.pl,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1,1
pppconstruction.co.za,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
aslikarabulut.com,0,0,1,3,0,0,1,0,0,1,0,1,1,1,1,1,1
pay.pal.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f821112699999636666.elainedirollo.co.uk,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1
toujoursports.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1,1
web-ink.co.za,0,0,1,6,0,0,0,1,1,1,1,1,1,1,1,1,1
cinerd.info,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
yyrent.com,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1
itunes-signup.performancehorizon.com,0,0,1,3,0,0,0,1,0,1,1,1,0,0,1,1,1
xoutdoorsolutions.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,1
exc.2904.mobi,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
hamidrukkers.nl,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
naturalnazywnosc.pl,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
plookseri.net,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
pastehtml.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
www082.paypal.ca.58519.securessl-410.mx,0,0,1,4,0,0,0,1,1,1,1,1,1,1,1,1,1
kioskcantinhodaroca.com.br,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1,1
mongolia-tours.com,0,0,0,3,0,0,0,1,0,1,0,0,1,1,1,1,1
hotype.co.uk,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
fouseevenghedt.ru,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
info.intarspace.co.vu,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,1
emobilemoneymachines.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1
freakstube.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1,1
mcbt.ru,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,1
update4.moobesring.com,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
icloud.verificationza.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
uga.eu,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
jbrianwashman.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
bussiness.08342.kingdream.kz,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
umerdraztextile.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
mr-bieber.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
scpremiumbikes.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
hyundaitanphu.vn,0,0,1,10,0,0,0,0,1,1,1,1,1,1,1,1,1
paypal.co.uk.7880.secure-910.mx,0,0,1,4,0,0,0,1,1,1,1,1,1,1,1,1,1
totandsparti.ru,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
randomshiet.no-ip.biz,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
mylwi.com,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,1,1
unilite.ro,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1
beautifulhosting.com.au,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
paypal.fr.powerpentecost.org,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1,1
student.educationusa.or.kr,0,0,1,5,0,0,0,0,0,1,0,1,1,1,1,1,1
three.dmslcfwq.biz,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
184.164.97.60,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
www088.paypal.co.uk.80975.ssl-430.mx,0,0,1,4,0,0,0,1,1,1,1,1,1,1,1,1,1
dsalchi.org,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
81.4.110.128,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
crossydonalds.biz,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
xxggzs.com,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
air88.ddns.us,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,1
mediafe.in,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
goo.gl,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1
xasanibrahim.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
todoterrenousa.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1
dneprorudnoe.info,0,0,1,5,0,0,0,0,0,1,0,0,1,1,1,1,1
176.106.121.140,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
clcatv.cn,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1
mehksltbkd.info,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
cbfrped.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
ssgccafmlfhweef.ru,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
winsyschecks.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
tinyurl.pl,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
nguyentatdat.com,0,0,0,2,0,0,1,0,1,1,1,1,1,1,1,1,1
ns15.dnsalias.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
erzurumsarkinsaat.com.tr,0,0,1,3,0,0,1,0,1,1,1,1,1,1,1,1,1
normenpropiedades.cl,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1,1
hetonshanver.ru,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
ydbayd.de,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
freemobile-fr.hwtechservices.info,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
benavidezhoy.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
rupotencia.ru,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
johnsonwireco.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1
performanceoutdooradvertising.com,0,0,1,8,0,0,0,0,1,1,1,1,1,1,1,1,1
signsbycoast.com,0,0,0,3,0,0,1,0,1,1,1,1,1,1,1,1,1
clinikat.co.il,0,0,1,5,0,0,1,0,1,1,1,1,1,1,1,1,1
stbcomputer.com,0,0,1,8,0,0,0,0,0,1,0,1,1,1,1,1,1
paypal.com.us.webscrlcmdl.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f04d9273303713ba313.5885d80a13c0db1f8e263663d3f.aee811d01j111yh0111isl153364wxekhteamindexfo100011s.digicozum.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
f1rst.name,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
paypal.kunden09090x00konten-webappshome.com,0,0,1,7,0,0,0,1,1,1,1,1,1,1,1,1,1
e4plaza.com.tw,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
rms-server.tektonit.ru,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
bradleygas.com,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
two.jdfslfdsgy.biz,0,0,1,3,1,0,0,0,1,1,1,1,1,1,1,1,1
esxcc.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1
rekrims.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1
pertorslohat.ru,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
bisnescafe.com,0,0,1,4,1,0,0,0,0,1,0,0,1,1,1,1,1
klovaks.net,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1
nxhjtqsuwlgf.pw,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
ifvciyexluafnadkj.click,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
test.rinzo.biz,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
frestissin.com.es,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1
9d345009-a-62cb3a1a-s-sites.googlegroups.com,0,0,1,3,0,0,0,1,0,1,1,1,1,1,1,1,1
constructoravym.cl,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,1
sargasso.nl,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,1
shopper.bid,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
libertyresemve.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
austinpcc.org,0,0,1,11,0,0,0,0,0,1,0,1,1,1,1,1,1
mediatrade.h19.ru,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
tededico.com.br,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
filesdiamond.com,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
minkssalon.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
induction.it,0,0,1,7,0,0,0,0,0,1,0,0,1,1,1,1,1
cajpe.org.pe,0,0,1,7,0,0,1,0,1,1,1,1,1,1,1,1,1
majorfitus.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
feeds.rapidfeeds.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
promo.atrapalo.com.ar,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
sgr.hostdmk.net,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,1
Argis.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
wp.zepmusic.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
thietkeweb77.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
qcynnhb.ru,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
63b6.x128p.a70d7cf.we5481i.e4x.vdc7e.7929f7.r3g.y6u3c6zet.servesside.party,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
rymyasociados.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1
mukarano77.tk,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
two.fdsfgsgdvsd.biz,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1
'9d345009-a-62cb3a1a-s-sites.googlegroups.com,0,0,1,3,0,0,0,1,0,1,1,1,1,1,1,1,1
pls-print.com,0,0,1,2,0,0,1,1,0,1,0,1,0,0,1,0,1
185.102.136.67,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
222.186.21.204:8882,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
silverhand.eu,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
1fichier.com,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
ironcompany.com.ve,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
ballenaclothing.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1
tzjwrml.com,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1
mxp2258.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
grendizer.biz,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
'www.sxlfjzzs.com,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1
176.31.127.110,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
lanesprojects.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
sintracomlondrina.com.br,0,0,1,9,0,0,0,0,0,1,1,0,1,1,1,1,1
rcmbt.org,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
paronleather.com,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
netherlands-icscards2016.it,0,0,1,4,0,0,0,1,1,1,1,1,1,1,1,1,1
rishtapoint.com,0,0,0,2,0,0,1,0,0,1,0,1,1,1,1,1,1
teatremataro.es,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1
jovemvip.com.br,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1,1
kulfi.co.in,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
devaworld.com,0,0,1,8,0,0,0,0,1,1,1,1,1,1,1,1,1
dwkemfw.click,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
91.240.236.148,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
baystatewealthmanagement.com,0,0,1,4,0,0,1,0,0,1,0,1,1,1,1,1,1
trustgroupghana.com,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
nanoprotech.com.ua,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1,1
paypal.com-us-cgi-bin.web.iscr.cmd-homeiielocale.xx13-en-us.vaidicastro.com,0,0,1,3,0,0,0,1,0,1,0,1,1,1,1,1,1
avto40.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
docs.google.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1
szlingyu.cn,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1
gstszx.cn,0,0,0,3,0,0,0,0,0,1,0,1,1,1,1,1,1
gemusbagages.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
chesapeakeharbourrealestate.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
multidata1.h19.ru,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
happy.launchtrue.com:8080,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
9d345009-a-62cb3a1a-s-sites.googlegroups.com,0,0,1,3,0,0,0,1,0,1,1,1,1,1,1,1,1
somethingnice.hc0.me,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
wormsupport5.info,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
entesharati.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
sk-intour.ru,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1
login.aol.com.colemantennis.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
coprodev.com,0,0,1,6,0,0,0,0,0,1,0,1,1,1,1,1,1
infotecaustral.com.ar,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1
gmvis.org,0,0,0,3,0,0,0,0,0,1,0,1,1,1,1,1,1
fun-dive.com,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1
ohdownload.ir,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1
wellenteilenmikhailo.craftsmanwinery.com,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1
162.211.95.53:8080,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
linabtechnologies.com,0,0,1,5,0,0,0,0,0,1,0,1,1,1,1,1,1
geomedclub.ge,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1,1
bjcurio.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,1
villaphenomena.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
salemmr.me,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
jerabel.net,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
selectattorney.com,0,0,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1
craigslist7.h16.ru,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
girardeau.eu,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
ib.adnxs.com,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
mionetitwi.ru,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
oldenzaal4.nl,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1,1
openspace.pro,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1
greyscrolling.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
paypal.com.cgi-bin-webscr.helphiriyurngo.org,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1
atalhodeletras.com.br,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1
partyeazy.com,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
babinet.cz,0,0,1,5,0,0,0,0,0,1,0,0,1,1,1,1,1
hetnoorden.edwinveldhuizen.com,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1
mayaccio.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
mondoclinicsistem.ro,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
interesada.tv,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1
fsop7t3wx2.bimowamokykzzx.info,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1
buonoegiusto.it,0,0,1,3,0,0,0,0,0,1,0,0,1,1,1,1,1
webmail.mhcable.com,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1,1
adnklcencefcdldk.co ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
login.payspl.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1
fart.bialystok.pl,0,0,0,3,0,0,0,0,0,1,0,1,1,1,1,1,1
ztipptops.org,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1
gb0ouoni.top,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
tabloidpulsa.co.id,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
cndoubleegret.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,1
benzima.tk,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
healthfoodandwellness.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
nfsbusty.ru,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1
terlizzigasimpianti.it,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1
iitp.org.br,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1,1
home.comcast.net,0,0,1,2,0,0,0,0,0,1,1,0,1,1,1,1,1
pyuthansamachar.com,0,0,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1
aqhdswynqokn.xyz,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
inovatte.com.br,0,0,1,6,0,0,0,0,0,1,0,1,1,1,1,1,1
devinkellerart.com,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
karlsmart.com,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1
